1 2 7  4 54
1 2 7  5 60
1 2 7  6 66
1 2 7  7 72
1 2 7  8 78
1 2 7  9 84
1 2 7  10 90
1 2 7  11 96
1 2 7  12 102
1 2 7  13 108
1 2 7  14 114
1 2 7  15 120
1 2 7  16 126
1 2 7  17 132
1 2 7  18 138
1 2 7  19 144
1 2 8  1 39
1 2 8  2 45
1 2 8  3 51
1 2 8  4 57
1 2 8  5 63
1 2 8  6 69
1 2 8  7 75
1 2 8  8 81
1 2 8  9 87
1 2 8  10 93
1 2 8  11 99
1 2 8  12 105
1 2 8  13 111
1 2 8  14 117
1 2 8  15 123
1 2 8  16 129
1 2 8  17 135
1 2 8  18 141
1 2 8  19 147
1 2 9  1 42
1 2 9  2 48
1 2 9  3 54
1 2 9  4 60
1 2 9  5 66
1 2 9  6 72
1 2 9  7 78
1 2 9  8 84
1 2 9  9 90
1 2 9  10 96
1 2 9  11 102
1 2 9  12 108
1 2 9  13 114
1 2 9  14 120
1 2 9  15 126
1 2 9  16 132
1 2 9  17 138
1 2 9  18 144
1 2 9  19 150
1 2 10  1 45
1 2 10  2 51
1 2 10  3 57
1 2 10  4 63
1 2 10  5 69
1 2 10  6 75
1 2 10  7 81
1 2 10  8 87
1 2 10  9 93
1 2 10  10 99
1 2 10  11 105
1 2 10  12 111
1 2 10  13 117
1 2 10  14 123
1 2 10  15 129
1 2 10  16 135
1 2 10  17 141
1 2 10  18 147
1 2 10  19 153
1 2 11  1 48
1 2 11  2 54
1 2 11  3 60
1 2 11  4 66
1 2 11  5 72
1 2 11  6 78
1 2 11  7 84
1 2 11  8 90
1 2 11  9 96
1 2 11  10 102
1 2 11  11 108
1 2 11  12 114
1 2 11  13 120
1 2 11  14 126
1 2 11  15 132
1 2 11  16 138
1 2 11  17 144
1 2 11  18 150
1 2 11  19 156
1 2 12  1 51
1 2 12  2 57
1 2 12  3 63
1 2 12  4 69
1 2 12  5 75
1 2 12  6 81
1 2 12  7 87
1 2 12  8 93
1 2 12  9 99
1 2 12  10 105
1 2 12  11 111
1 2 12  12 117
1 2 12  13 123
1 2 12  14 129
1 2 12  15 135
1 2 12  16 141
1 2 12  17 147
1 2 12  18 153
1 2 12  19 159
1 2 13  1 54
1 2 13  2 60
1 2 13  3 66
1 2 13  4 72
1 2 13  5 78
1 2 13  6 84
1 2 13  7 90
1 2 13  8 96
1 2 13  9 102
1 2 13  10 108
1 2 13  11 114
1 2 13  12 120
1 2 13  13 126
1 2 13  14 132
1 2 13  15 138
1 2 13  16 144
1 2 13  17 150
1 2 13  18 156
1 2 13  19 162
1 2 14  1 57
1 2 14  2 63
1 2 14  3 69
1 2 14  4 75
1 2 14  5 81
1 2 14  6 87
1 2 14  7 93
1 2 14  8 99
1 2 14  9 105
1 2 14  10 111
1 2 14  11 117
1 2 14  12 123
1 2 14  13 129
1 2 14  14 135
1 2 14  15 141
1 2 14  16 147
1 2 14  17 153
1 2 14  18 159
1 2 14  19 165
1 2 15  1 60
1 2 15  2 66
1 2 15  3 72
1 2 15  4 78
1 2 15  5 84
1 2 15  6 90
1 2 15  7 96
1 2 15  8 102
1 2 15  9 108
1 2 15  10 114
1 2 15  11 120
1 2 15  12 126
1 2 15  13 132
1 2 15  14 138
1 2 15  15 144
1 2 15  16 150
1 2 15  17 156
1 2 15  18 162
1 2 15  19 168
1 2 16  1 63
1 2 16  2 69
1 2 16  3 75
1 2 16  4 81
1 2 16  5 87
1 2 16  6 93
1 2 16  7 99
1 2 16  8 105
1 2 16  9 111
1 2 16  10 117
1 2 16  11 123
1 2 16  12 129
1 2 16  13 135
1 2 16  14 141
1 2 16  15 147
1 2 16  16 153
1 2 16  17 159
1 2 16  18 165
1 2 16  19 171
1 2 17  1 66
1 2 17  2 72
1 2 17  3 78
1 2 17  4 84
1 2 17  5 90
1 2 17  6 96
1 2 17  7 102
1 2 17  8 108
1 2 17  9 114
1 2 17  10 120
1 2 17  11 126
1 2 17  12 132
1 2 17  13 138
1 2 17  14 144
1 2 17  15 150
1 2 17  16 156
1 2 17  17 162
1 2 17  18 168
1 2 17  19 174
1 2 18  1 69
1 2 18  2 75
1 2 18  3 81
1 2 18  4 87
1 2 18  5 93
1 2 18  6 99
1 2 18  7 105
1 2 18  8 111
1 2 18  9 117
1 2 18  10 123
1 2 18  11 129
1 2 18  12 135
1 2 18  13 141
1 2 18  14 147
1 2 18  15 153
1 2 18  16 159
1 2 18  17 165
1 2 18  18 171
1 2 18  19 177
1 2 19  1 72
1 2 19  2 78
1 2 19  3 84
1 2 19  4 90
1 2 19  5 96
1 2 19  6 102
1 2 19  7 108
1 2 19  8 114
1 2 19  9 120
1 2 19  10 126
1 2 19  11 132
1 2 19  12 138
1 2 19  13 144
1 2 19  14 150
1 2 19  15 156
1 2 19  16 162
1 2 19  17 168
1 2 19  18 174
1 2 19  19 180
1 3 1  1 20
1 3 1  2 26
1 3 1  3 32
1 3 1  4 38
1 3 1  5 44
1 3 1  6 50
1 3 1  7 56
1 3 1  8 62
1 3 1  9 68
1 3 1  10 74
1 3 1  11 80
1 3 1  12 86
1 3 1  13 92
1 3 1  14 98
1 3 1  15 104
1 3 1  16 110
1 3 1  17 116
1 3 1  18 122
1 3 1  19 128
1 3 2  1 23
1 3 2  2 29
1 3 2  3 35
1 3 2  4 41
1 3 2  5 47
1 3 2  6 53
1 3 2  7 59
1 3 2  8 65
1 3 2  9 71
1 3 2  10 77
1 3 2  11 83
1 3 2  12 89
1 3 2  13 95
1 3 2  14 101
1 3 2  15 107
1 3 2  16 113
1 3 2  17 119
1 3 2  18 125
1 3 2  19 131
1 3 3  1 26
1 3 3  2 32
1 3 3  3 38
1 3 3  4 44
1 3 3  5 50
1 3 3  6 56
1 3 3  7 62
1 3 3  8 68
1 3 3  9 74
1 3 3  10 80
1 3 3  11 86
1 3 3  12 92
1 3 3  13 98
1 3 3  14 104
1 3 3  15 110
1 3 3  16 116
1 3 3  17 122
1 3 3  18 128
1 3 3  19 134
1 3 4  1 29
1 3 4  2 35
1 3 4  3 41
1 3 4  4 47
1 3 4  5 53
1 3 4  6 59
1 3 4  7 65
1 3 4  8 71
1 3 4  9 77
1 3 4  10 83
1 3 4  11 89
1 3 4  12 95
1 3 4  13 101
1 3 4  14 107
1 3 4  15 113
1 3 4  16 119
1 3 4  17 125
1 3 4  18 131
1 3 4  19 137
1 3 5  1 32
1 3 5  2 38
1 3 5  3 44
1 3 5  4 50
1 3 5  5 56
1 3 5  6 62
1 3 5  7 68
1 3 5  8 74
1 3 5  9 80
1 3 5  10 86
1 3 5  11 92
1 3 5  12 98
1 3 5  13 104
1 3 5  14 110
1 3 5  15 116
1 3 5  16 122
1 3 5  17 128
1 3 5  18 134
1 3 5  19 140
1 3 6  1 35
1 3 6  2 41
1 3 6  3 47
1 3 6  4 53
1 3 6  5 59
1 3 6  6 65
1 3 6  7 71
1 3 6  8 77
1 3 6  9 83
1 3 6  10 89
1 3 6  11 95
1 3 6  12 101
1 3 6  13 107
1 3 6  14 113
1 3 6  15 119
1 3 6  16 125
1 3 6  17 131
1 3 6  18 137
1 3 6  19 143
1 3 7  1 38
1 3 7  2 44
1 3 7  3 50
1 3 7  4 56
1 3 7  5 62
1 3 7  6 68
1 3 7  7 74
1 3 7  8 80
1 3 7  9 86
1 3 7  10 92
1 3 7  11 98
1 3 7  12 104
1 3 7  13 110
1 3 7  14 116
1 3 7  15 122
1 3 7  16 128
1 3 7  17 134
1 3 7  18 140
1 3 7  19 146
1 3 8  1 41
1 3 8  2 47
1 3 8  3 53
1 3 8  4 59
1 3 8  5 65
1 3 8  6 71
1 3 8  7 77
1 3 8  8 83
1 3 8  9 89
1 3 8  10 95
1 3 8  11 101
1 3 8  12 107
1 3 8  13 113
1 3 8  14 119
1 3 8  15 125
1 3 8  16 131
1 3 8  17 137
1 3 8  18 143
1 3 8  19 149
1 3 9  1 44
1 3 9  2 50
1 3 9  3 56
1 3 9  4 62
1 3 9  5 68
1 3 9  6 74
1 3 9  7 80
1 3 9  8 86
1 3 9  9 92
1 3 9  10 98
1 3 9  11 104
1 3 9  12 110
1 3 9  13 116
1 3 9  14 122
1 3 9  15 128
1 3 9  16 134
1 3 9  17 140
1 3 9  18 146
1 3 9  19 152
1 3 10  1 47
1 3 10  2 53
1 3 10  3 59
1 3 10  4 65
1 3 10  5 71
1 3 10  6 77
1 3 10  7 83
1 3 10  8 89
1 3 10  9 95
1 3 10  10 101
1 3 10  11 107
1 3 10  12 113
1 3 10  13 119
1 3 10  14 125
1 3 10  15 131
1 3 10  16 137
1 3 10  17 143
1 3 10  18 149
1 3 10  19 155
1 3 11  1 50
1 3 11  2 56
1 3 11  3 62
1 3 11  4 68
1 3 11  5 74
1 3 11  6 80
1 3 11  7 86
1 3 11  8 92
1 3 11  9 98
1 3 11  10 104
1 3 11  11 110
1 3 11  12 116
1 3 11  13 122
1 3 11  14 128
1 3 11  15 134
1 3 11  16 140
1 3 11  17 146
1 3 11  18 152
1 3 11  19 158
1 3 12  1 53
1 3 12  2 59
1 3 12  3 65
1 3 12  4 71
1 3 12  5 77
1 3 12  6 83
1 3 12  7 89
1 3 12  8 95
1 3 12  9 101
1 3 12  10 107
1 3 12  11 113
1 3 12  12 119
1 3 12  13 125
1 3 12  14 131
1 3 12  15 137
1 3 12  16 143
1 3 12  17 149
1 3 12  18 155
1 3 12  19 161
1 3 13  1 56
1 3 13  2 62
1 3 13  3 68
1 3 13  4 74
1 3 13  5 80
1 3 13  6 86
1 3 13  7 92
1 3 13  8 98
1 3 13  9 104
1 3 13  10 110
1 3 13  11 116
1 3 13  12 122
1 3 13  13 128
1 3 13  14 134
1 3 13  15 140
1 3 13  16 146
1 3 13  17 152
1 3 13  18 158
1 3 13  19 164
1 3 14  1 59
1 3 14  2 65
1 3 14  3 71
1 3 14  4 77
1 3 14  5 83
1 3 14  6 89
1 3 14  7 95
1 3 14  8 101
1 3 14  9 107
1 3 14  10 113
1 3 14  11 119
1 3 14  12 125
1 3 14  13 131
1 3 14  14 137
1 3 14  15 143
1 3 14  16 149
1 3 14  17 155
1 3 14  18 161
1 3 14  19 167
1 3 15  1 62
1 3 15  2 68
1 3 15  3 74
1 3 15  4 80
1 3 15  5 86
1 3 15  6 92
1 3 15  7 98
1 3 15  8 104
1 3 15  9 110
1 3 15  10 116
1 3 15  11 122
1 3 15  12 128
1 3 15  13 134
1 3 15  14 140
1 3 15  15 146
1 3 15  16 152
1 3 15  17 158
1 3 15  18 164
1 3 15  19 170
1 3 16  1 65
1 3 16  2 71
1 3 16  3 77
1 3 16  4 83
1 3 16  5 89
1 3 16  6 95
1 3 16  7 101
1 3 16  8 107
1 3 16  9 113
1 3 16  10 119
1 3 16  11 125
1 3 16  12 131
1 3 16  13 137
1 3 16  14 143
1 3 16  15 149
1 3 16  16 155
1 3 16  17 161
1 3 16  18 167
1 3 16  19 173
1 3 17  1 68
1 3 17  2 74
1 3 17  3 80
1 3 17  4 86
1 3 17  5 92
1 3 17  6 98
1 3 17  7 104
1 3 17  8 110
1 3 17  9 116
1 3 17  10 122
1 3 17  11 128
1 3 17  12 134
1 3 17  13 140
1 3 17  14 146
1 3 17  15 152
1 3 17  16 158
1 3 17  17 164
1 3 17  18 170
1 3 17  19 176
1 3 18  1 71
1 3 18  2 77
1 3 18  3 83
1 3 18  4 89
1 3 18  5 95
1 3 18  6 101
1 3 18  7 107
1 3 18  8 113
1 3 18  9 119
1 3 18  10 125
1 3 18  11 131
1 3 18  12 137
1 3 18  13 143
1 3 18  14 149
1 3 18  15 155
1 3 18  16 161
1 3 18  17 167
1 3 18  18 173
1 3 18  19 179
1 3 19  1 74
1 3 19  2 80
1 3 19  3 86
1 3 19  4 92
1 3 19  5 98
1 3 19  6 104
1 3 19  7 110
1 3 19  8 116
1 3 19  9 122
1 3 19  10 128
1 3 19  11 134
1 3 19  12 140
1 3 19  13 146
1 3 19  14 152
1 3 19  15 158
1 3 19  16 164
1 3 19  17 170
1 3 19  18 176
1 3 19  19 182
1 4 1  1 22
1 4 1  2 28
1 4 1  3 34
1 4 1  4 40
1 4 1  5 46
1 4 1  6 52
1 4 1  7 58
1 4 1  8 64
1 4 1  9 70
1 4 1  10 76
1 4 1  11 82
1 4 1  12 88
1 4 1  13 94
1 4 1  14 100
1 4 1  15 106
1 4 1  16 112
1 4 1  17 118
1 4 1  18 124
1 4 1  19 130
1 4 2  1 25
1 4 2  2 31
1 4 2  3 37
1 4 2  4 43
1 4 2  5 49
1 4 2  6 55
1 4 2  7 61
1 4 2  8 67
1 4 2  9 73
1 4 2  10 79
1 4 2  11 85
1 4 2  12 91
1 4 2  13 97
1 4 2  14 103
1 4 2  15 109
1 4 2  16 115
1 4 2  17 121
1 4 2  18 127
1 4 2  19 133
1 4 3  1 28
1 4 3  2 34
1 4 3  3 40
1 4 3  4 46
1 4 3  5 52
1 4 3  6 58
1 4 3  7 64
1 4 3  8 70
1 4 3  9 76
1 4 3  10 82
1 4 3  11 88
1 4 3  12 94
1 4 3  13 100
1 4 3  14 106
1 4 3  15 112
1 4 3  16 118
1 4 3  17 124
1 4 3  18 130
1 4 3  19 136
1 4 4  1 31
1 4 4  2 37
1 4 4  3 43
1 4 4  4 49
1 4 4  5 55
1 4 4  6 61
1 4 4  7 67
1 4 4  8 73
1 4 4  9 79
1 4 4  10 85
1 4 4  11 91
1 4 4  12 97
1 4 4  13 103
1 4 4  14 109
1 4 4  15 115
1 4 4  16 121
1 4 4  17 127
1 4 4  18 133
1 4 4  19 139
1 4 5  1 34
1 4 5  2 40
1 4 5  3 46
1 4 5  4 52
1 4 5  5 58
1 4 5  6 64
1 4 5  7 70
1 4 5  8 76
1 4 5  9 82
1 4 5  10 88
1 4 5  11 94
1 4 5  12 100
1 4 5  13 106
1 4 5  14 112
1 4 5  15 118
1 4 5  16 124
1 4 5  17 130
1 4 5  18 136
1 4 5  19 142
1 4 6  1 37
1 4 6  2 43
1 4 6  3 49
1 4 6  4 55
1 4 6  5 61
1 4 6  6 67
1 4 6  7 73
1 4 6  8 79
1 4 6  9 85
1 4 6  10 91
1 4 6  11 97
1 4 6  12 103
1 4 6  13 109
1 4 6  14 115
1 4 6  15 121
1 4 6  16 127
1 4 6  17 133
1 4 6  18 139
1 4 6  19 145
1 4 7  1 40
1 4 7  2 46
1 4 7  3 52
1 4 7  4 58
1 4 7  5 64
1 4 7  6 70
1 4 7  7 76
1 4 7  8 82
1 4 7  9 88
1 4 7  10 94
1 4 7  11 100
1 4 7  12 106
1 4 7  13 112
1 4 7  14 118
1 4 7  15 124
1 4 7  16 130
1 4 7  17 136
1 4 7  18 142
1 4 7  19 148
1 4 8  1 43
1 4 8  2 49
1 4 8  3 55
1 4 8  4 61
1 4 8  5 67
1 4 8  6 73
1 4 8  7 79
1 4 8  8 85
1 4 8  9 91
1 4 8  10 97
1 4 8  11 103
1 4 8  12 109
1 4 8  13 115
1 4 8  14 121
1 4 8  15 127
1 4 8  16 133
1 4 8  17 139
1 4 8  18 145
1 4 8  19 151
1 4 9  1 46
1 4 9  2 52
1 4 9  3 58
1 4 9  4 64
1 4 9  5 70
1 4 9  6 76
1 4 9  7 82
1 4 9  8 88
1 4 9  9 94
1 4 9  10 100
1 4 9  11 106
1 4 9  12 112
1 4 9  13 118
1 4 9  14 124
1 4 9  15 130
1 4 9  16 136
1 4 9  17 142
1 4 9  18 148
1 4 9  19 154
1 4 10  1 49
1 4 10  2 55
1 4 10  3 61
1 4 10  4 67
1 4 10  5 73
1 4 10  6 79
1 4 10  7 85
1 4 10  8 91
1 4 10  9 97
1 4 10  10 103
1 4 10  11 109
1 4 10  12 115
1 4 10  13 121
1 4 10  14 127
1 4 10  15 133
1 4 10  16 139
1 4 10  17 145
1 4 10  18 151
1 4 10  19 157
1 4 11  1 52
1 4 11  2 58
1 4 11  3 64
1 4 11  4 70
1 4 11  5 76
1 4 11  6 82
1 4 11  7 88
1 4 11  8 94
1 4 11  9 100
1 4 11  10 106
1 4 11  11 112
1 4 11  12 118
1 4 11  13 124
1 4 11  14 130
1 4 11  15 136
1 4 11  16 142
1 4 11  17 148
1 4 11  18 154
1 4 11  19 160
1 4 12  1 55
1 4 12  2 61
1 4 12  3 67
1 4 12  4 73
1 4 12  5 79
1 4 12  6 85
1 4 12  7 91
1 4 12  8 97
1 4 12  9 103
1 4 12  10 109
1 4 12  11 115
1 4 12  12 121
1 4 12  13 127
1 4 12  14 133
1 4 12  15 139
1 4 12  16 145
1 4 12  17 151
1 4 12  18 157
1 4 12  19 163
1 4 13  1 58
1 4 13  2 64
1 4 13  3 70
1 4 13  4 76
1 4 13  5 82
1 4 13  6 88
1 4 13  7 94
1 4 13  8 100
1 4 13  9 106
1 4 13  10 112
1 4 13  11 118
1 4 13  12 124
1 4 13  13 130
1 4 13  14 136
1 4 13  15 142
1 4 13  16 148
1 4 13  17 154
1 4 13  18 160
1 4 13  19 166
1 4 14  1 61
1 4 14  2 67
1 4 14  3 73
1 4 14  4 79
1 4 14  5 85
1 4 14  6 91
1 4 14  7 97
1 4 14  8 103
1 4 14  9 109
1 4 14  10 115
1 4 14  11 121
1 4 14  12 127
1 4 14  13 133
1 4 14  14 139
1 4 14  15 145
1 4 14  16 151
1 4 14  17 157
1 4 14  18 163
1 4 14  19 169
1 4 15  1 64
1 4 15  2 70
1 4 15  3 76
1 4 15  4 82
1 4 15  5 88
1 4 15  6 94
1 4 15  7 100
1 4 15  8 106
1 4 15  9 112
1 4 15  10 118
1 4 15  11 124
1 4 15  12 130
1 4 15  13 136
1 4 15  14 142
1 4 15  15 148
1 4 15  16 154
1 4 15  17 160
1 4 15  18 166
1 4 15  19 172
1 4 16  1 67
1 4 16  2 73
1 4 16  3 79
1 4 16  4 85
1 4 16  5 91
1 4 16  6 97
1 4 16  7 103
1 4 16  8 109
1 4 16  9 115
1 4 16  10 121
1 4 16  11 127
1 4 16  12 133
1 4 16  13 139
1 4 16  14 145
1 4 16  15 151
1 4 16  16 157
1 4 16  17 163
1 4 16  18 169
1 4 16  19 175
1 4 17  1 70
1 4 17  2 76
1 4 17  3 82
1 4 17  4 88
1 4 17  5 94
1 4 17  6 100
1 4 17  7 106
1 4 17  8 112
1 4 17  9 118
1 4 17  10 124
1 4 17  11 130
1 4 17  12 136
1 4 17  13 142
