7 7 5 78
7 7 6 81
7 7 7 84
7 7 8 87
7 7 9 90
7 8 1 70
7 8 2 73
7 8 3 76
7 8 4 79
7 8 5 82
7 8 6 85
7 8 7 88
7 8 8 91
7 8 9 94
7 9 1 74
7 9 2 77
7 9 3 80
7 9 4 83
7 9 5 86
7 9 6 89
7 9 7 92
7 9 8 95
7 9 9 98
8 1 1 47
8 1 2 50
8 1 3 53
8 1 4 56
8 1 5 59
8 1 6 62
8 1 7 65
8 1 8 68
8 1 9 71
8 2 1 51
8 2 2 54
8 2 3 57
8 2 4 60
8 2 5 63
8 2 6 66
8 2 7 69
8 2 8 72
8 2 9 75
8 3 1 55
8 3 2 58
8 3 3 61
8 3 4 64
8 3 5 67
8 3 6 70
8 3 7 73
8 3 8 76
8 3 9 79
8 4 1 59
8 4 2 62
8 4 3 65
8 4 4 68
8 4 5 71
8 4 6 74
8 4 7 77
8 4 8 80
8 4 9 83
8 5 1 63
8 5 2 66
8 5 3 69
8 5 4 72
8 5 5 75
8 5 6 78
8 5 7 81
8 5 8 84
8 5 9 87
8 6 1 67
8 6 2 70
8 6 3 73
8 6 4 76
8 6 5 79
8 6 6 82
8 6 7 85
8 6 8 88
8 6 9 91
8 7 1 71
8 7 2 74
8 7 3 77
8 7 4 80
8 7 5 83
8 7 6 86
8 7 7 89
8 7 8 92
8 7 9 95
8 8 1 75
8 8 2 78
8 8 3 81
8 8 4 84
8 8 5 87
8 8 6 90
8 8 7 93
8 8 8 96
8 8 9 99
8 9 1 79
8 9 2 82
8 9 3 85
8 9 4 88
8 9 5 91
8 9 6 94
8 9 7 97
8 9 8 100
8 9 9 103
9 1 1 52
9 1 2 55
9 1 3 58
9 1 4 61
9 1 5 64
9 1 6 67
9 1 7 70
9 1 8 73
9 1 9 76
9 2 1 56
9 2 2 59
9 2 3 62
9 2 4 65
9 2 5 68
9 2 6 71
9 2 7 74
9 2 8 77
9 2 9 80
9 3 1 60
9 3 2 63
9 3 3 66
9 3 4 69
9 3 5 72
9 3 6 75
9 3 7 78
9 3 8 81
9 3 9 84
9 4 1 64
9 4 2 67
9 4 3 70
9 4 4 73
9 4 5 76
9 4 6 79
9 4 7 82
9 4 8 85
9 4 9 88
9 5 1 68
9 5 2 71
9 5 3 74
9 5 4 77
9 5 5 80
9 5 6 83
9 5 7 86
9 5 8 89
9 5 9 92
9 6 1 72
9 6 2 75
9 6 3 78
9 6 4 81
9 6 5 84
9 6 6 87
9 6 7 90
9 6 8 93
9 6 9 96
9 7 1 76
9 7 2 79
9 7 3 82
9 7 4 85
9 7 5 88
9 7 6 91
9 7 7 94
9 7 8 97
9 7 9 100
9 8 1 80
9 8 2 83
9 8 3 86
9 8 4 89
9 8 5 92
9 8 6 95
9 8 7 98
9 8 8 101
9 8 9 104
9 9 1 84
9 9 2 87
9 9 3 90
9 9 4 93
9 9 5 96
9 9 6 99
9 9 7 102
9 9 8 105
9 9 9 108
